1blankname,1blankname1,1blankname2,1blankname3,1blankname4,1blankname6,1namedata,1namedata1,1namedata2,1namedata3,1namedata4,1namedata6,2blankname2,2namedata2,allegiance,alma_mater,alongside1,alongside2,alt,ambassador_from2,appointer,awards,birth_date,birth_name,birth_place,birthname,branch,branch_label,caption,child,children,church,citizenship,coatofarms,coatofarms_article,coatofarms_link,constituency,constituency1,constituency12,constituency13,constituency14,constituency15,constituency2,constituency4,constituency5,constituency6,constituency7,constituency8,constituency9,constituency_mp6,constituency_mp9,conviction_status,country2,criminal_charge,death_cause,death_date,death_place,deputy,deputy1,deputy2,deputy3,deputy4,deputy6,description,district,district1,doctoral_advisor,education,embed,enthroned,era,father,field,filename,first,footnotes,formation,governor3,governor4,governor_general,hangul,hanja,height_m,honorific-prefix,honorific-suffix,honorific_prefix,honorific_suffix,honours,image,image_size,incumbent,incumbentsince,institutions,ipa,jr/sr1,jr/sr2,known_for,last,leader1,leader3,leader4,leader5,leader8,main_interests,majority,majority6,module,module2,monarch,monarch1,monarch2,monuments,mother,movement,name,nationality,native_name,native_name_lang,nickname,notable_works,occupation,office,office1,office10,office11,office12,office15,office2,office3,office4,office5,office6,office7,office8,office9,order,order1,order2,order3,order4,order6,order9,organisation,organization,other_names,otherparty,parents,parliament6,parliament9,partner,party,pos,post,predecessor,predecessor1,predecessor10,predecessor11,predecessor12,predecessor13,predecessor14,predecessor2,predecessor3,predecessor4,predecessor5,predecessor6,predecessor7,predecessor8,predecessor9,president,president1,president11,president2,president3,president6,president7,primeminister,primeminister1,primeminister10,primeminister2,primeminister3,primeminister4,primeminister5,primeminister6,primeminister7,primeminister8,primeminister9,profession,rank_label,region,relatives,residence,resting_place,resting_place_coordinates,restingplace,school_tradition,see,servicenumber,serviceyears,serviceyears_label,signature,signature_alt,signature_size,spouse,state,state1,state2,state_house1,status,status9,suboffice10,suboffice11,suboffice12,suboffice13,suboffice14,suboffice7,suboffice8,suboffice9,subterm10,subterm11,subterm12,subterm13,subterm14,subterm7,subterm8,subterm9,successor,successor1,successor10,successor11,successor12,successor13,successor14,successor2,successor3,successor4,successor5,successor6,successor7,successor8,successor9,term,term10,term11,term12,term13,term14,term15,term4,term5,term6,term7,term_end,term_end1,term_end10,term_end11,term_end2,term_end3,term_end4,term_end5,term_end6,term_end7,term_end8,term_end9,term_label,term_label10,term_label2,term_label3,term_label4,term_start,term_start1,term_start10,term_start11,term_start2,term_start3,term_start4,term_start5,term_start6,term_start7,term_start8,term_start9,thesis_title,thesis_url,thesis_year,title,title7,titlestyle,trial,type,vicepresident,vicepresident1,vicepresident3,website,years_active
,,,,,,,,,,,,,,,[[University of Massachusetts Lowell]]<ref>{{cite web|title=Tawakkol Karman|url=https://www.uml.edu/commencement/tawakkol-karman.aspx|publisher=University of Massachusetts Lowell|accessdate=27 October 2023}}</ref><br>[[Sanaa University]] }},,,Tawakel Karman,,,[[Nobel Peace Prize]] ([[2011 Nobel Peace Prize|2011]]),{{Birth date and age|1979|02|07|df=yes}},,"[[Taiz Governorate]], [[Yemen Arab Republic]]",,,,Karman in 2012,,4,,"{{hlist|Yemeni|Turkish}}<ref name=aanews>{{cite news|title=Turkish fm receives winner of Nobel peace prize|url=http://www.aa.com.tr/en/world/89801--turkish-fm-receives-winner-of-nobel-peace-prize|publisher=Anadolu Agency|date=2012-10-11|access-date=2012-10-11}}</ref><ref>{{cite news|title=Barış Nobeli sahibi Yemenli, TC vatandaşı oldu|url=http://www.posta.com.tr/yasam/HaberDetay/Baris-Nobeli-sahibi-Yemenli--TC-vatandasi-oldu.htm?ArticleID=143699|access-date=11 October 2012|newspaper=Posta}}</ref>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tawakkol Karman Photo.jpg,225 px,,,,,,,,,,,,,,,,,,,,,,,,[[Tunisian Revolution|Jasmine Revolution]],Tawakkol Karman,Yemeni,{{Nobold|توكل كرمان}},ar,,,Journalist<br>Politician<br>Human rights activist<br>Revolutionary,,,,,,,,,,,,,,,,,,,,,,,,,,Abdulsalam Khaled Karman (Father)<br />Anisah Hussein Abdullah Al Aswadi (Mother),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eshraq Karman (sister)<br />Entesar Karman (sister)<br />Mohameed Karman (brother)<br />Khaled Karman (brother)<br />Hakimah Karman (sister)<br />Tariq Karman (brother)<br />Khadejah Karman (sister)<br />Huda Karman (sister)<br />[[Safa Karman]] (sister),,,,,,,,,,,,,Mohammed Al-Nehmi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[https://tawakkolkarman.net/en Tawakkol Karman's personal website]<br>[https://tkif.org/en/ Tawakkol Karman Foundation],
,,,,,,,,,,,,,,,,,,Murad in 2023,,,{{Collapsible list,{{birth date and age|1993|03|10|df=y}}<ref>{{cite web|url=https://www.instagram.com/p/Ca7cWA3MCk-/|title=Nadia Murad on Instagram|date=10 March 2022|website=Instagram|access-date=23 April 2022}}</ref>,Nadia Murad Basee Taha,"[[Kocho, Iraq|Kocho]], [[Sinjar District]], Iraq",,,,Murad in 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadia Murad 2023 (close-up).jpg,,,,,,,,Surviving the [[Yazidi genocide]],,,,,,,,,,,,,,,,,,Nadia Murad,,{{nobold|{{lang|ku|نادیە موراد|rtl=yes}}}},ku,,"''[[The Last Girl (memoir)|The Last Girl: My Story of Captivity, and My Fight Against the Islamic State]]'' (2017)",,,,,,,,,,,,,,,,,,,,,,,,[[Nadia's Initiative]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{marriage|Abid Shamdeen|2018}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{nobold|''See list:''}},,,,,,,,,2014–present
,,,,,,,,,,,,,,,,,,,,,,{{Birth date and age|df=yes|1978|4|25}},,"[[Farah Province]], [[Republic of Afghanistan (1973—1978)|Republic of Afghanistan]]",,,,"Joya speaking in Australia, March 2007",,,,,,,,[[Farah Province]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Malalai Joya, Afghan MP.jpg",250px,,,,,,,"Criticism of the [[Politics of Afghanistan|Afghan government]] and the presence of [[United States armed forces|US]]-[[NATO]] forces in Afghanistan.<ref name=""hirsi1""/>",,,,,,,,,,,,,,,,,,Malalai Joya,,{{Nobold|{{lang|ps|ملالی جویا}}}},,,,Former politician and author.,Member of the [[House of the People (Afghanistan)|House of the People of Afghanistan]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[Kabul]]<ref>{{cite web|url=http://www.culturesofresistance.org/malalai-joya |title=Militarism, Mutilation, and Minerals: Understanding the Occupation of Afghanistan |publisher=culturesofresistance.org|date=29 January 2011 |access-date=2011-04-04}}</ref> }}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 December 2003,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"[[University of Tehran]]<ref name=""Kinnear2011"" />",,,,,,[[Thorolf Rafto Memorial Prize|Rafto Prize]] (2001)<br />[[Nobel Peace Prize]] (2003)<br />[[Interfaith Center of New York|JPM Interfaith Award]] (2004)<br />[[Legion of Honour]] (2006),"{{birth date and age|1947|6|21|df=y}}<ref name=""O'NeilCity2007"">{{cite book |author=Daniel P. O'Neil |title=Fatima's sword: Everyday female resistance in post-revolutionary Iran |url=https://books.google.com/books?id=e6OACOoqokEC&pg=PA55 |access-date=15 January 2012 |year=2007 |isbn=978-0-549-40947-2 |pages=55–61 }}</ref>",,"[[Hamadan]], [[Pahlavi Iran|Iran]]",,,,Ebadi in 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,<!--{{death date and age|df=yes|YYYY|MM|DD|YYYY|MM|DD}}-->,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shirin Ebadi 01.jpg,,,,,,,,[[Defenders of Human Rights Center]],,,,,,,,,,,,,,,,,,Shirin Ebadi,Iranian<ref name=N/>,{{nobold|شيرين عبادى}},ps,,,{{flatlist|{{unbulleted list |Lawyer|judge}}}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shirin Ebadi Signature.svg,,100px }},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,[[Boğaziçi University|Robert College]]<br/>[[University of New Hampshire]]<br />[[University of Connecticut]]<br />[[Yale University]],,,,,,,{{birth date and age|1946|5|24|df=y}},Tansu Penbe Çiller,"[[Istanbul]], Turkey",,,,Çiller in 1994,,2,,,,,,,,,,,,,,"[[Istanbul (electoral district)|Istanbul]] ([[1991 Turkish general election|1991]], [[1995 Turkish general election|1995]], [[1999 Turkish general election|1999]])",,,,,,,,,,,,,[[Murat Karayalçın]]<br />[[Hikmet Çetin]]<br />[[Deniz Baykal]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish prime minister Tansu Çiller in Brussels.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Tansu Çiller,,,,,,,22nd [[Prime Minister of Turkey]],[[Deputy Prime Minister of Turkey]],,,,,[[Minister of Foreign Affairs (Turkey)|Minister of Foreign Affairs]],Minister of State<br/><small>(Responsible for Economy)</small>,Leader of the [[True Path Party]],{{GNAT MP}},,,,,,,,,,,,,,,,,,,,[[True Path Party]],,,Süleyman Demirel,[[Nahit Menteşe]],,,,,,[[Emre Gönensay]],,Süleyman Demirel,,,,,,[[Süleyman Demirel]],,,,,,,,[[Necmettin Erbakan]],,[[Necmettin Erbakan]],Süleyman Demirel,,,,,,,,,,,,,,,,,,,,Signature of Tansu Ciller.svg }},,,{{marriage|Özer Uçuran|1963|2024|end=d}},,,,,,,,,,,,,,,,,,,,,,,[[Mesut Yılmaz]],[[İsmet Sezgin]],,,,,,[[İsmail Cem]],,[[Mehmet Ağar]],,,,,,,,,,,,,,,,,6 March 1996,30 June 1997,,,30 June 1997,25 June 1993,14 December 2002,3 November 2002,,,,,,,,,,25 June 1993,28 June 1996,,,28 June 1996,21 November 1991,13 June 1993,20 October 1991,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,[[Leningrad State University]]<br/>[[Georgetown University]],,,,,,,{{birth date and age|1956|3|1|df=y}},,"[[Vilnius]], Lithuanian SSR, Soviet Union (now Lithuania)",,,,"Official portrait, 2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dalia Grybauskaitė, Member of the EC.jpg",,,,,,,,,,,,,,,,,,{{Listen|pos=center|embed=yes|filename=Dalia Grybauskaitė voice.ogg|title=Dalia Grybauskaitė's voice|type=speech|description=Grybauskaitė discussing the European Commission's provisional draft budget for 2006<br/>Recorded 27 April 2005}} }},,,,,,,,Dalia Grybauskaitė,,,,,,,President of Lithuania,[[European Commissioner for Budget and Human Resources|European Commissioner for Financial Programming and the Budget]],,,,,"[[European Commissioner for Education, Culture, Multilingualism and Youth|European Commissioner for Education and Culture]]",[[Ministry of Finance (Lithuania)|Minister of Finance]],,,,,,,8th,,,,,,,,,,,,,,,[[Communist Party of the Soviet Union]] {{small|(1983–1989)}}<br />[[Communist Party of Lithuania]]<br />{{small|(1989–1990)}}<br />[[Independent politician|Independent]] {{small|(1990–present)}},,,[[Valdas Adamkus]],[[Michaele Schreyer]]<br />[[Markos Kyprianou]] {{small|(Budget)}},,,,,,[[Viviane Reding]],Jonas Lionginas,,,,,,,,[[José Manuel Barroso]],,[[Romano Prodi]],,,,[[Andrius Kubilius]]<br />[[Algirdas Butkevičius]]<br />[[Saulius Skvernelis]],,,,[[Algirdas Brazauskas]],,,,,,,,,,,,,,,,,,,,Dalia Grybauskaitė.Signature.svg,,,,,,,,,,,,,,,,,,,,,,,,,,[[Gitanas Nausėda]],[[Algirdas Šemeta]],,,,,,"[[Ján Figeľ]] {{small|(Education, Training, Culture and Multilingualism)}}",[[Algirdas Butkevičius]],,,,,,,,,,,,,,,,,,12 July 2019,1 July 2009,,,11 November 2004<br />Served with [[Viviane Reding]],1 May 2004,,,,,,,,,,,,12 July 2009,22 November 2004,,,1 May 2004,12 July 2001,,,,,,,,,,,,,,,,,,,
,{{nowrap|Secretary General}},,,,,,[[Anders Fogh Rasmussen]]<br>[[Jens Stoltenberg]],,,,,,,,,,,,,,,{{birth date and age|1968|4|29|df=y}},Kolinda Grabar,"[[Rijeka]], [[Socialist Republic of Croatia|SR Croatia]], [[Socialist Federal Republic of Yugoslavia|SFR Yugoslavia]] (modern [[Croatia]])",,,,"Official portrait, 2015",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist| *[[University of Zagreb]] *[[Diplomatic Academy of Vienna]] *[[George Washington University]]}},,,,,,,,,,,,,,,,,,,,,Official portrait of Kolinda Grabar-Kitarovic.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Kolinda Grabar-Kitarović,,,,,,,[[President of Croatia]],Assistant [[Secretary General]] of [[NATO]] for [[Public Diplomacy]],,,,,[[List of ambassadors of Croatia to the United States|Ambassador of Croatia to the United States]],[[Ministry of Foreign and European Affairs (Croatia)|Minister of Foreign and European Affairs]],[[Ministry of Foreign and European Affairs (Croatia)|Minister of European Affairs]],Member of the [[International Olympic Committee]],Co-Chair of the Global Preparedness Monitoring Board,,,,,,,,,,,,,,,,,,,"[[Croatian Democratic Union]] (1993–2015)<br>[[Independent politician|Independent]] (2015–present)<ref>{{cite web |url=http://www.jutarnji.hr/biografija-kolinde-grabar-kitarovic--prve-hrvatske-predsjednice-put-marljive-odlikasice-iz-rijeke-do-pantovcaka/1272099/ |title=BIOGRAFIJA KOLINDE GRABAR KITAROVIĆ, PRVE HRVATSKE PREDSJEDNICE Put marljive odlikašice iz Rijeke do Pantovčaka |publisher=Jutarnji.hr |date=12 January 2015 |access-date=6 September 2015 |archive-date=7 January 2019 |archive-url=https://web.archive.org/web/20190107035513/https://www.jutarnji.hr/biografija-kolinde-grabar-kitarovic--prve-hrvatske-predsjednice-put-marljive-odlikasice-iz-rijeke-do-pantovcaka/1272099/%20 |url-status=dead }}</ref>",,,[[Ivo Josipović]],Stefanie Babst (acting),,,,,,[[Neven Jurica]],[[Miomir Žužul]] (Foreign Affairs)<br>Herself (European Affairs),[[Neven Mimica]],,Joy Phumaphi,,,,,,,[[Stjepan Mesić]]<br>[[Ivo Josipović]],,,,Zoran Milanović<br />[[Tihomir Orešković]]<br />[[Andrej Plenković]],,,,[[Ivo Sanader]],Ivo Sanader,,,,,,,,,,,,,,,,,,,Kolindacestitka (presidential siganute).jpg }},,,{{marriage|[[Jakov Kitarović]]|1996}},,,,,,,,,,,,,,,,,,,,,,,[[Zoran Milanović]],Ted Whiteside (acting),,,,,,Vice Skračić (acting),[[Gordan Jandroković]],Position abolished,,,,,,,,,,,,,,,,,18 February 2020,2 October 2014,,,4 July 2011,12 January 2008,16 February 2005,,,,,,,,,,,19 February 2015,4 July 2011,,,8 March 2008,17 February 2005,23 December 2003,17 July 2020,26 June 2023,,,,,,,,,,,,,,,{{URL|https://www.predsjednik.hr/en/bivsi-predsjednici/kolinda-grabar-kitarovic/|Government website}},
,,,,,,,,,,,,,,,[[Universiteti i Prishtinës|University of Pristina]]<br>[[University of Leicester]]<br>[[University of Virginia]],,,,,,,{{birth date and age|1975|4|20|df=y}},,"[[Gjakovë]], [[Socialist Republic of Serbia|SR Serbia]], [[Socialist Federal Republic of Yugoslavia|Yugoslavia]]<br>{{small|(now Gjakova, [[Kosovo]])}}",,,,Portrait of President Jahjaga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Royal Order of Francis I|ROF I]],,,,Portrait of President Atifete Jahjaga (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Atifete Jahjaga,,,,,,,3rd [[President of Kosovo]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Independent politician|Independent]],,,[[Behgjet Pacolli]]<br>[[Jakup Krasniqi]] {{small|(Acting)}},,,,,,,,,,,,,,,,,,,,,,[[Hashim Thaçi]]<br>[[Isa Mustafa]],,,,,,,,,,,,,,,,,,,,,,,,Atifete Jahjaga (nënshkrim).svg,,,"{{marriage|Astrit Kuçi|<!--unknown-->|2018|end=div.}}<ref>{{cite news|url=https://prive.al/prive-zbulon-atifete-jahjaga-drejt-divorcit-mesojini-detajet/|title=Prive zbulon: Atifete Jahjaga drejt divorcit, mësojini detajet!|trans-title=Prive reveals: Atifete Jahjaga towards divorce, learn the details!|language=Albanian|publisher=Prive [[Klan Kosova]]|date=3 February 2018}}</ref> }}",,,,,,,,,,,,,,,,,,,,,,,[[Hashim Thaçi]],,,,,,,,,,,,,,,,,,,,,,,,,,7 April 2016,,,,,,,,,,,,,,,,,7 April 2011,,,,,,,,,,,,,,,,,,,,,,,[http://jahjagafoundation.org/ Jahjaga Foundation],
,,,,,,,,,,,,,,,,"[[Piotr Gliński]], [[Jarosław Gowin]]",,,,,,{{birth date and age|1963|4|15|df=y}},Beata Maria Kusińska,"[[Oświęcim]], Poland",,,,"Official portrait, 2024",,2,,,,,,,,,,,,[[Lesser Poland and Świętokrzyskie (European Parliament constituency)|Lesser Poland and Świętokrzyskie]],[[Kraków I (parliamentary constituency)|12 – Chrzanów]],,,,,,,,,,,,,,[[Mateusz Morawiecki]]<br />[[Piotr Gliński]]<br />[[Jarosław Gowin]],,,[[Rafał Bochenek]],,,,,,,[[Jagiellonian University]],,,,,,,,,,,,,,,,,[[Member of the European Parliament|MEP]],[[Excellency|Her Excellency]] }},,,File:Beata Szydło MEP (2024).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,Beata Szydło,,,,,,,[[Prime Minister of Poland]],[[Deputy Prime Minister of the Republic of Poland|Deputy Prime Minister of Poland]],,,,,[[Member of the European Parliament]],,[[Sejm|Member of the Sejm]],,,,,,,,,[[Social Committee of the Council of Ministers|Chairman of the Social Committee of the Council of Ministers]],,,,,,,,,,,,[[Law and Justice (Poland)|Law and Justice]],,,[[Ewa Kopacz]],[[Mateusz Morawiecki]],,,,,,[[Edward Czesak]],''Office established'',[[Democratic Left Alliance – Labour Union|Janusz Kozik]],,,,,,[[Andrzej Duda]],,,,,,,,[[Mateusz Morawiecki]],,,[[Mateusz Morawiecki]],,,,,,,,,,,,,,,,,,,,Beata Szydło signature.jpg,,,Edward Szydło,,,,,,,,,,,,,,,,,,,,,,,[[Mateusz Morawiecki]],[[Jacek Sasin]],,,,,,,[[Piotr Gliński]],[[Law and Justice (Poland)|Krzysztof Kozik]],,,,,,,,,,,,,,,,,11 December 2017,4 June 2019,,,,4 June 2019,4 June 2019,,,,,,,,,,,16 November 2015,11 December 2017,,,2 July 2019,11 December 2017,25 September 2005,,,,,,,,,,,,,,,,,{{URL|beataszydlo.pl|Official website}},
Cabinet&nbsp;Head,,,,,,''Herself'',,,,,,,,,,,,,,,,{{birth date and age|1982|9|11|df=y}},Sviatlana Heorhiyeuna Pilipchuk,"[[Mikashevichy]], Brest Oblast, Soviet Union (now Belarus)<!-- DO NOT LINK, see [[MOS:GEOLINK]] for further guidance -->",,,,Tsikhanouskaya in 2024,,Ahniya and Karney,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Pavel Latushko]]<br>[[Valery Kavaleuski]] (until 26 June 2024),}},,,,,,,,[[Mozyr State Pedagogical University]],,,,,,,,,,,,,,,,,,,,,Svjatlana Tsihhanovskaja visiit Eestisse 19.11.2024 - 9 (cropped).jpg,,,,,,,,,,,,,,,,,,{{Listen|pos=center|embed=yes|filename=Sviatlana Tsikhanouskaya voice.ogg|title=Sviatlana Tsikhanouskaya's voice|type=speech|description=Tsikhanouskaya on human rights abuses by the Belarusian government<br/>Recorded 13 August 2021}},,,,,,,,Sviatlana Tsikhanouskaya,,{{Nobold|Святлана Ціханоўская}},be,,,,President of the [[Coordination Council (Belarus)|Coordination Council]],Head of the [[United Transitional Cabinet]],,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Independent politician|Independent]],,,''Office established'',''Office established'',,,,,,,,,,,,,,,''Herself'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{marriage|[[Sergei Tikhanovsky]]|2004}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 August 2020,9 August 2022,,,,,,,,,,,,,,,,,,,,,,{{Official URL}},
,,,,,,,,,,,,,,,{{ubli|[[National Mining University of Ukraine]]|[[Oles Honchar Dnipropetrovsk National University|Dnipropetrovsk National University]]|[[Kyiv National Economic University]]}},,,,,,,{{birth date and age|1960|11|27|df=y}},Yulia Volodymyrivna Hrihyan,"[[Dnipropetrovsk]], [[Ukrainian SSR]], Soviet Union",,,,Tymoshenko in 2025,,[[Eugenia Tymoshenko]],,,,,,,,,,,,,,,,,,,,,,,,,,,[[Oleksandr Turchynov]],[[Anatoliy Kinakh]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"EPP Political Assembly, 13 & 14 January 2025 (54265908219) (cropped).jpg",,,,,,,,,,,,,,,,,,,,,,,,,,Yulia Tymoshenko,,{{nobold|Юлія Тимошенко}},uk }},,,,[[Prime Minister of Ukraine]],,,,,,Deputy Prime Minister <br /> for [[Ministry of Energy and Coal Mining (Ukraine)|Energy and Coal Mining]],[[People's Deputy of Ukraine]],,,,,,,,,,,,,,,,,{{ubli|[[Hromada (political party)|Hromada]] (1997–1999)|[[Yulia Tymoshenko Bloc]] (2001–2012)|[[Dictatorship Resistance Committee]] (2011–2014)}},,,,,"[[All-Ukrainian Union ""Fatherland""|Batkivshchyna]] (since 1999)",,,Viktor Yanukovych,[[Mykola Azarov]] (acting),,,,,,,,,,,,,,{{ubli|[[Viktor Yushchenko]] | [[Viktor Yanukovych]]}},Viktor Yushchenko,,[[Leonid Kuchma]],,,,,,,Viktor Yushchenko,,,,,,,,,,,,,,,,,,,,,,,,{{marriage|[[Oleksandr Tymoshenko]]|1979}},,,,,,,,,,,,,,,,,,,,,,,Oleksandr Turchynov (acting),[[Yuriy Yekhanurov]],,,,,,,,,,,,,,,,,,,,,23 November 2007 – 19 December 2007,25 May 2006 – 14 June 2007,14 May 2002 – 4 February 2005,16 January 1997 – 2 March 2000,4 March 2010,8 September 2005 <br /> Acting: 24 January 2005 – 4 February 2005,,,19 January 2001,,,,,,,,,,,,,18 December 2007,24 January 2005,,,30 December 1999,27 November 2014,,,,,,,,,,,,,,,,,,{{URL|https://web.archive.org/web/20190805013623/https://www.tymoshenko.ua/en/|tymoshenko.ua/en (archived)}},
,,,,,,,,,,,,,,,"{{ubl|[[University of Adelaide]]|[[University of Melbourne]] ([[Bachelor of Arts|BA]], [[Bachelor of Laws|LLB]])}}",,,,,,,{{nowrap|{{birth date and age|1961|9|29|df=y}}}},Julia Eileen Gillard,"[[Barry, Vale of Glamorgan|Barry]], Wales",,,,"Official portrait, 2010",,,,{{ubl|Australia|British (until 1998)}},,,,,,,,,,,,,,,,,,[[Division of Lalor|Lalor]],,,,,,,[[Wayne Swan]],Wayne Swan,,,,,,,,,{{ubl|[[Mitcham Primary School|Mitcham School]]|[[Unley High School]]}},,,,,,,,,,,,[[Quentin Bryce]],,,,[[The Honourable]],{{post-nominals|country=AUS|size=100%|AC}},,,,Julia-gillard-official-portrait-pmc.jpg,,,,,,,,,,,Kevin Rudd,Kevin Rudd,,{{ubl|[[Mark Latham]]|[[Kim Beazley]]}},,,,{{listen|filename=Prime Minister Gillard of Australia at News Conference with President Obama.flac|embed=yes|type=speech|title=Gillard's voice|description=At a press conference with former US president [[Barack Obama]]<br>Recorded 16 November 2011}} }},,[[Elizabeth II]],,,,,,Julia Gillard,,,,,,{{hlist|Lawyer|politician}},27th [[Prime Minister of Australia]],19th [[Leaders of the Australian Labor Party#Leader|Leader of the Labor Party]],,,,,[[Deputy Prime Minister of Australia]],[[Leaders of the Australian Labor Party#Deputy Leader|Deputy Leader of the Labor Party]],[[Leader of the Opposition (Australia)#List of deputy leaders of the opposition|Deputy Leader of the Opposition]],[[Minister for Education (Australia)|Minister for Education]],{{unbulleted list|[[Minister for Employment and Workplace Relations]]}},[[Minister for Social Inclusion]],[[Manager of Opposition Business in the House (Australia)|Manager of Opposition Business]],,,,,,,,,,,,,,,Australian,[[Tim Mathieson]] (2006–2021),[[Australian Labor Party|Labor]],,,[[Kevin Rudd]],Kevin Rudd,,,,,,[[Mark Vaile]],[[Jenny Macklin]],Jenny Macklin,Julie Bishop,[[Joe Hockey]],[[Mike Rann]],Mark Latham,[[Barry Jones (Australian politician)|Barry Jones]],,,,,,,,,,,Kevin Rudd,,,{{ubl|Kevin Rudd|''Herself''}},{{ubl|Kevin Rudd|''Herself''}},{{ubl|Kevin Rudd|''Herself''}},,,,,,,,,,,,,,,,Julia Gillard Signature.svg,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Rudd,Kevin Rudd,,,,,,Wayne Swan,Wayne Swan,[[Julie Bishop]] {{Collapsed infobox section begin|Cabinet Positions|titlestyle=background-color:#eee}},[[Simon Crean]],Simon Crean,Simon Crean {{Collapsed infobox section end}},[[Anthony Albanese]],[[Joanne Ryan (politician)|Joanne Ryan]],,,,,,,,,,,,27 June 2013,26 June 2013,,,24 June 2010,24 June 2010,3 December 2007,28 June 2010,28 June 2010,28 June 2010,10 December 2006,5 August 2013,,,,,,24 June 2010,[[2010 Australian Labor Party leadership spill|24 June 2010]],,,3 December 2007,4 December 2006,4 December 2006,3 December 2007,3 December 2007,3 December 2007,8 December 2003,3 October 1998,,,,,,,,,,,,{{URL|juliagillard.com.au|Personal website}},
,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ardern in 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[The Right Honourable]],{{post-nominals|country=NZL|GNZMf|size=100%}},,,,New Zealand Prime Minister Jacinda Ardern in 2018.jpg <!--Please discuss changes on the talk page-->,,,,,,,,,,,,,,,,,,,,{{Plainlist| * [[Elizabeth II]] * [[Charles III]] }},,,,,,Dame Jacinda Ardern,,,,,,,40th [[Prime Minister of New Zealand]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
